"EmpNumber","Age","Gender","EducationBackground","MaritalStatus","EmpDepartment","EmpJobRole","BusinessTravelFrequency","DistanceFromHome","EmpEducationLevel","EmpEnvironmentSatisfaction","EmpHourlyRate","EmpJobInvolvement","EmpJobLevel","EmpJobSatisfaction","NumCompaniesWorked","OverTime","EmpLastSalaryHikePercent","EmpRelationshipSatisfaction","TotalWorkExperienceInYears","TrainingTimesLastYear","EmpWorkLifeBalance","ExperienceYearsAtThisCompany","ExperienceYearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","Attrition","PerformanceRating"
"E1002340","39","Male","Medical","Married","Research & Development","Healthcare Representative","Travel_Rarely","6","1","4","42","2","3","1","4","No","15","1","9","5","3","7","7","1","7","No","3"
"E1002342","27","Male","Life Sciences","Married","Research & Development","Manufacturing Director","Travel_Rarely","4","3","2","87","4","2","2","1","Yes","20","2","6","0","3","6","2","0","3","No","3"
"E1002343","49","Male","Medical","Married","Sales","Sales Executive","Travel_Frequently","2","3","4","63","2","2","2","2","No","14","4","17","3","2","9","6","0","8","No","3"
"E1002346","34","Male","Medical","Married","Research & Development","Laboratory Technician","Travel_Rarely","8","3","2","82","4","2","3","2","No","12","1","6","3","4","4","3","1","2","No","3"
"E100279","41","Female","Life Sciences","Single","Sales","Sales Executive","Travel_Rarely","1","2","2","94","3","2","4","8","Yes","11","1","8","0","1","6","4","0","5","Yes","2"
"E100285","27","Male","Medical","Married","Development","Developer","Travel_Rarely","2","1","1","40","3","1","2","9","No","12","4","6","3","3","2","2","2","2","No","2"
"E100286","32","Male","Life Sciences","Single","Development","Senior Developer","Travel_Frequently","2","2","4","79","3","1","4","0","No","13","3","8","2","2","7","7","3","6","No","3"
"E100288","59","Female","Medical","Married","Development","Senior Developer","Travel_Rarely","3","3","3","81","4","1","1","4","Yes","20","1","12","3","2","1","0","0","0","No","4"
"E100289","30","Male","Life Sciences","Divorced","Development","Senior Developer","Travel_Rarely","24","1","4","67","3","1","3","1","No","22","2","1","2","3","1","0","0","0","No","4"
"E100291","36","Male","Medical","Married","Development","Senior Developer","Travel_Rarely","27","3","3","94","3","2","3","6","No","13","2","17","3","2","7","7","7","7","No","3"
"E100292","35","Male","Medical","Married","Development","Developer","Travel_Rarely","16","3","1","84","4","1","2","0","No","13","3","6","5","3","5","4","0","3","No","3"
"E100294","31","Male","Life Sciences","Divorced","Development","Developer","Travel_Rarely","26","1","1","31","3","1","3","1","No","17","4","5","1","2","5","2","4","3","No","2"
"E100296","34","Male","Medical","Divorced","Development","Senior Developer","Travel_Rarely","19","2","2","93","3","1","4","0","No","11","3","3","2","3","2","2","1","2","No","2"
"E100297","28","Male","Life Sciences","Single","Development","Developer","Travel_Rarely","24","3","3","50","2","1","3","5","Yes","14","2","6","4","3","4","2","0","3","Yes","3"
"E100298","29","Female","Life Sciences","Divorced","Development","Senior Developer","Travel_Rarely","21","4","2","51","4","3","1","1","No","11","3","10","1","3","10","9","8","8","No","2"
"E100300","22","Male","Medical","Divorced","Development","Senior Developer","Non-Travel","16","2","4","96","4","1","4","1","Yes","13","2","1","2","2","1","0","0","0","No","3"
"E100301","53","Female","Life Sciences","Married","Sales","Manager","Travel_Rarely","2","4","1","78","2","4","4","2","No","16","3","31","3","3","25","8","3","7","No","2"
"E100302","38","Male","Life Sciences","Single","Development","Developer","Travel_Rarely","2","3","4","45","3","1","4","5","Yes","11","3","6","3","3","3","2","1","2","No","3"
"E100304","24","Female","Other","Divorced","Development","Developer","Non-Travel","11","2","1","96","4","2","3","0","No","18","4","5","5","2","4","2","1","3","No","3"
"E100306","34","Female","Life Sciences","Single","Development","Developer","Travel_Rarely","7","4","1","53","3","3","2","0","No","11","3","13","4","3","12","6","2","11","No","3"
"E100309","34","Male","Medical","Single","Development","Developer","Travel_Rarely","6","1","2","83","3","1","1","2","No","11","3","8","2","3","4","2","1","3","Yes","3"
"E100310","53","Female","Other","Divorced","Development","Senior Developer","Travel_Rarely","5","3","3","58","3","5","3","4","No","11","4","26","3","2","14","13","4","8","No","3"
"E100311","32","Female","Life Sciences","Single","Development","Senior Developer","Travel_Frequently","16","1","2","72","1","1","1","1","Yes","22","2","10","5","3","10","2","6","7","Yes","3"
"E100313","42","Male","Marketing","Married","Sales","Sales Executive","Travel_Rarely","8","4","3","48","3","2","2","0","No","11","4","10","2","3","9","7","4","2","No","3"
"E100314","44","Female","Medical","Married","Development","Developer","Travel_Rarely","7","4","1","42","2","3","4","3","No","14","4","24","4","3","22","6","5","17","No","3"
"E100316","46","Female","Marketing","Single","Sales","Manager","Travel_Rarely","2","4","2","83","3","5","1","3","No","12","4","22","2","2","2","2","2","1","No","2"
"E100317","33","Male","Medical","Single","Development","Developer","Travel_Rarely","2","3","3","78","3","1","4","4","No","11","4","7","3","3","1","1","0","0","No","3"
"E100318","44","Male","Other","Married","Development","Technical Architect","Travel_Rarely","10","4","4","41","3","2","4","2","Yes","13","4","9","5","4","4","2","1","3","No","3"
"E100323","24","Male","Medical","Married","Development","Developer","Travel_Rarely","1","3","2","61","3","1","4","2","Yes","16","1","6","2","2","2","0","2","0","Yes","3"
"E100324","43","Female","Medical","Divorced","Development","Technical Architect","Travel_Rarely","2","2","4","72","4","1","3","1","No","12","4","6","3","2","5","3","1","4","No","3"
"E100325","50","Male","Marketing","Married","Sales","Sales Representative","Travel_Rarely","3","2","1","86","2","1","3","1","Yes","14","3","3","2","3","3","2","0","2","Yes","3"
"E100327","35","Female","Marketing","Married","Sales","Sales Representative","Travel_Rarely","2","3","4","97","3","1","4","1","No","13","1","2","3","3","2","2","2","2","No","3"
"E100329","36","Female","Life Sciences","Married","Development","Developer","Travel_Rarely","5","4","2","82","2","1","1","9","Yes","14","4","6","3","4","1","1","0","0","No","3"
"E100330","33","Female","Life Sciences","Married","Sales","Sales Executive","Travel_Frequently","1","3","3","42","4","2","1","2","No","19","1","10","3","3","5","3","1","3","No","3"
"E100331","35","Male","Other","Divorced","Development","Developer","Travel_Rarely","4","2","3","75","3","1","4","1","No","12","3","1","3","3","1","0","0","0","No","3"
"E100332","27","Female","Life Sciences","Divorced","Development","Technical Architect","Travel_Rarely","2","4","4","33","3","1","1","1","No","13","4","1","6","3","1","0","0","0","No","3"
"E100333","26","Male","Life Sciences","Single","Development","Technical Architect","Travel_Rarely","25","3","1","48","1","1","3","1","No","12","3","1","2","2","1","0","0","1","Yes","3"
"E100334","27","Male","Life Sciences","Single","Sales","Sales Executive","Travel_Frequently","8","3","4","37","3","3","3","1","No","15","4","9","0","3","9","8","1","7","No","3"
"E100335","30","Female","Medical","Single","Development","Developer","Travel_Frequently","1","2","3","58","3","2","4","1","No","23","4","12","2","3","12","8","3","7","No","4"
"E100338","34","Male","Marketing","Single","Sales","Sales Executive","Non-Travel","23","4","2","72","3","2","3","0","No","20","3","10","2","3","9","5","8","7","No","2"
"E100339","37","Male","Life Sciences","Married","Development","Developer","Travel_Rarely","19","2","2","73","3","1","2","4","No","21","1","8","1","3","1","0","0","0","No","4"
"E100340","46","Male","Marketing","Single","Sales","Sales Executive","Travel_Frequently","5","4","1","98","3","2","4","4","Yes","21","3","14","4","3","9","6","0","8","No","3"
"E100341","35","Male","Life Sciences","Married","Development","Technical Architect","Travel_Rarely","8","1","4","36","4","1","4","1","No","19","4","1","2","3","1","0","0","1","No","3"
"E100342","48","Male","Life Sciences","Single","Development","Developer","Travel_Rarely","1","2","1","98","2","3","3","9","Yes","13","4","23","2","3","1","0","0","0","Yes","3"
"E100343","28","Male","Technical Degree","Single","Development","Technical Architect","Travel_Rarely","5","4","3","50","3","1","3","1","Yes","13","3","2","3","2","2","2","2","2","Yes","3"
"E100346","44","Female","Marketing","Divorced","Sales","Sales Executive","Travel_Rarely","1","5","2","75","3","2","1","5","Yes","21","3","9","2","2","4","3","1","3","No","2"
"E100348","35","Male","Medical","Married","Development","Technical Architect","Non-Travel","11","2","3","79","2","3","1","2","Yes","13","3","10","3","3","4","0","2","3","No","3"
"E100350","26","Female","Marketing","Married","Sales","Sales Executive","Travel_Rarely","23","3","3","47","2","2","4","7","Yes","19","3","5","2","2","2","2","0","0","No","3"
"E100351","33","Female","Life Sciences","Single","Development","Developer","Travel_Frequently","1","2","1","98","3","3","4","1","Yes","12","3","15","1","3","15","14","8","12","No","2"
"E100352","35","Male","Life Sciences","Married","Sales","Sales Executive","Travel_Frequently","18","5","2","71","3","3","1","1","No","22","4","9","3","2","9","8","1","8","No","2"
"E100353","35","Female","Medical","Married","Development","Business Analyst","Travel_Rarely","23","4","3","30","3","1","1","3","Yes","15","3","4","3","3","2","2","2","2","No","3"
"E100354","31","Male","Life Sciences","Divorced","Development","Developer","Travel_Rarely","7","4","4","48","3","2","4","3","No","22","4","10","3","2","7","7","1","7","No","4"
"E100355","37","Male","Life Sciences","Divorced","Development","Business Analyst","Travel_Rarely","1","4","1","51","2","2","3","1","No","18","3","7","2","4","7","5","0","7","No","3"
"E100356","32","Male","Medical","Married","Development","Developer","Travel_Rarely","1","3","1","33","3","2","4","1","Yes","22","2","9","3","3","9","8","7","8","No","3"
"E100357","38","Female","Life Sciences","Single","Development","Developer","Travel_Frequently","29","5","4","50","3","2","4","1","No","11","4","10","2","3","10","3","9","9","No","3"
"E100358","50","Female","Medical","Divorced","Development","Developer","Travel_Rarely","7","2","2","43","2","5","3","5","Yes","12","4","29","2","2","27","3","13","8","No","3"
"E100359","59","Female","Life Sciences","Single","Sales","Sales Executive","Travel_Rarely","25","3","1","99","3","3","1","7","No","11","4","28","3","2","21","16","7","9","No","2"
"E100361","36","Female","Technical Degree","Divorced","Development","Business Analyst","Travel_Rarely","8","3","3","59","3","3","3","1","No","13","2","17","2","3","17","14","12","8","No","3"
"E100363","36","Male","Life Sciences","Single","Development","Business Analyst","Travel_Frequently","11","3","2","95","2","2","2","1","No","13","3","6","3","3","6","5","0","3","No","4"
"E100364","45","Male","Life Sciences","Divorced","Development","Business Analyst","Travel_Rarely","7","3","2","59","3","3","1","2","No","17","3","25","2","3","1","0","0","0","No","3"
"E100366","35","Male","Medical","Married","Development","Developer","Travel_Frequently","1","3","2","79","3","1","1","4","No","13","4","5","2","2","3","2","1","2","No","3"
"E100368","36","Male","Medical","Married","Development","Developer","Travel_Rarely","9","3","4","79","2","1","3","0","Yes","17","1","2","0","2","1","0","0","0","Yes","3"
"E100372","29","Male","Life Sciences","Married","Development","Business Analyst","Travel_Rarely","2","3","3","76","3","1","2","0","No","23","4","6","3","3","5","4","0","4","No","4"
"E100373","31","Male","Medical","Single","Development","Business Analyst","Travel_Rarely","1","4","3","87","3","1","2","1","No","17","2","1","4","3","1","1","1","0","No","3"
"E100374","32","Male","Life Sciences","Married","Development","Developer","Travel_Rarely","1","3","2","66","3","2","2","1","No","17","2","10","3","3","10","4","0","9","No","3"
"E100375","36","Female","Life Sciences","Married","Development","Developer","Travel_Rarely","6","3","2","55","4","1","4","3","No","12","2","5","3","3","1","0","0","0","No","3"
"E100376","31","Female","Life Sciences","Single","Development","Developer","Travel_Rarely","8","4","3","61","3","2","4","1","No","23","4","11","2","3","11","7","1","8","No","4"
"E100378","35","Male","Marketing","Single","Sales","Sales Executive","Travel_Rarely","1","4","3","32","2","2","1","0","No","14","2","16","2","3","15","13","2","8","No","3"
"E100381","46","Male","Medical","Divorced","Human Resources","Human Resources","Travel_Rarely","5","2","2","80","3","2","2","8","Yes","22","4","16","2","3","4","2","0","2","No","3"
"E100382","30","Male","Life Sciences","Married","Development","Developer","Travel_Rarely","1","1","4","55","2","2","4","1","Yes","12","3","10","1","2","10","8","3","0","No","3"
"E100383","35","Male","Medical","Single","Development","Business Analyst","Travel_Rarely","1","3","2","30","2","1","3","1","No","18","1","6","3","3","6","4","0","4","No","3"
"E100384","55","Male","Life Sciences","Married","Sales","Sales Executive","Travel_Rarely","1","2","1","70","3","3","4","3","No","14","4","24","4","3","1","0","1","0","No","3"
"E100385","38","Female","Medical","Divorced","Development","Developer","Non-Travel","6","3","2","79","1","2","4","7","Yes","12","4","17","3","3","13","11","1","9","No","3"
"E100388","34","Male","Medical","Married","Development","Business Analyst","Travel_Rarely","1","2","1","94","3","2","2","1","No","15","3","5","2","3","5","2","1","3","No","3"
"E100391","23","Male","Technical Degree","Divorced","Sales","Sales Representative","Travel_Rarely","2","1","3","62","3","1","1","3","No","13","3","3","3","3","0","0","0","0","No","3"
"E100395","30","Male","Life Sciences","Married","Development","Developer","Travel_Rarely","2","3","3","99","2","2","4","1","No","19","1","11","3","3","11","10","10","8","No","3"
"E100396","46","Male","Medical","Single","Sales","Sales Executive","Travel_Rarely","9","2","3","64","2","3","4","1","No","16","4","9","3","3","9","8","4","7","Yes","3"
"E100397","40","Male","Life Sciences","Married","Development","Developer","Travel_Frequently","1","4","3","78","2","4","2","1","No","22","4","22","3","2","22","3","11","11","No","4"
"E100398","51","Male","Marketing","Single","Sales","Sales Executive","Travel_Rarely","21","4","3","71","3","2","4","0","Yes","22","4","11","2","1","10","7","1","0","No","3"
"E100399","30","Female","Medical","Divorced","Sales","Sales Executive","Travel_Rarely","4","2","3","63","2","2","2","1","Yes","12","2","11","4","2","11","8","2","7","No","3"
